Amharic,Oromo
እሷ ቆንጆ እና ማራኪ ነች ብዬ አስባለሁ።,Isheen nama hawwattuu fi hawwattuu natti fakkaata.
አንድ ሰው የተከተለኝ ይመስለኛል።,Nama tokkotu na hordofe jedheen yaada.
ይህን ማድረግ ማቆም ያለብን ይመስለኛል።,Sana gochuu dhiisuu qabna jedheen yaada.
አንተ ራስህ ማድረግ ያለብህ ይመስለኛል።,Ofii keetii gochuu qabda jedheen yaada.
ይህ መድሀኒት ጥሩ ነገር ያደርግልሃል ብዬ አስባለሁ።,Qorichi kun waan gaarii siif godha jedheen yaada.
ይህ ሀብሀብ ለየት ያለ ይመስለኛል።,Harbuu kun waan adda ta'e natti fakkaata.
ቲቪ ማየት ጊዜ ማባከን ይመስለኛል።,TV ilaaluun yeroo qisaasuu natti fakkaata.
በሰገነት ላይ አንዳንድ አይጦች ያለን ይመስለኛል።,Hantuuta tokko tokko mana gubbaa keessa qabna jedheen yaada.
ትንሽ መጠበቅ ያለብን ይመስለኛል።,Xiqqoo eeguu qabna jedheen yaada.
ተጨማሪ ገንዘብ የምንፈልግ ይመስለኛል።,Maallaqa dabalataa nu barbaachisa jedheen yaada.
የምታደርጉት ነገር አደገኛ ይመስለኛል።,Wanti ati hojjettu balaa qaba jedheen yaada.
ስለማን እንደምናገር ታውቃለህ ብዬ አስባለሁ።,Waa'ee eenyuu akkan dubbadhu waan beektu natti fakkaata.
የሚለውን ጥያቄ መመለስ ያለብህ ይመስለኛል።,Gaaffii jedhu deebisuu qabdu jedheen yaada.
ይህንን በራስዎ ማድረግ ያለብዎት ይመስለኛል።,Kana ofuma keetiin gochuu qabda jedheen yaada.
እውነቱን ብትነግሩን የሚሻል ይመስለኛል።,Dhugaa jiru nutti himuun gaarii natti fakkaata.
ከባድ ስህተት የሰራህ ይመስለኛል።,Dogoggora hamaa hojjetteetta jedheen yaada.
የተሳሳተ ውሳኔ የወሰድከው ይመስለኛል።,Murtoo dogoggoraa murteessite natti fakkaata.
ደብዳቤህ በዚያ መፅሀፍ ስር ያለ ይመስለኛል።,Xalayaan kee kitaaba sana jala jira jedheen yaada.
ትላንት ቁልፉን የሰጠሁህ መስሎኝ ነበር።,Kaleessa furtuu siif kenne natti fakkaate.
ይህን ለመጨረስ አንድ ወር እንዳለኝ አሰብኩ።,Kana xumuruuf ji'a tokko qaba jedheen yaade.
ቶም ባለፈው አመት በቦስተን እንደሞተ አስቤ ነበር።,Toom bara darbe Boostonitti du'e jedheen yaade.
ቶም ስራውን ለመስራት የተስማማ መሰለኝ።,Toom hojii sana hojjechuuf waan walii galee natti fakkaate.
ምን አይነት ጨካኝ እንደሆንኩ አሰብኩ።,Akkam akkan jerk ture jedheen yaade.
ሁላችንም የተገናኘንበት ጊዜ ላይ ነበር ብዬ አሰብኩ።,Yeroon hundi keenya wal arginu ga'eera jedheen yaade.
ጠቃሚ ውሳኔ ነው ብዬ አስቤ ነበር።,Murtoo barbaachisaa natti fakkaate.
እኔ ማድረግ ትክክል ነበር ብዬ አሰብኩ።,Waan sirrii ta'e natti fakkaate.
ጭንቅላቴ የሚፈነዳ መስሎኝ ነበር።,Mataan koo dhoo'uuf deema jedheen yaade.
ሚስጥሮችህን ሁሉ የማውቀው መስሎኝ ነበር።,Iccitii kee hunda waanan beeku natti fakkaate.
መርዳት እንደምችል አስቤ ነበር።,Gargaarsa gochuu nan dandaʼa jedheen yaade.
ተኛ ያልኩህ መስሎኝ ነበር።,Akkan sitti hime natti fakkaate.
ዳግመኛ እንደማላገኝ አስቤ ነበር።,Lammata si hin argu jedheen yaade.
ጥሩ ሀሳብ ነው ብዬ አሰብኩ።,Yaada gaarii ta'a jedheen yaade.
ጥያቄዎቹ ቀላል ናቸው ብዬ አሰብኩ።,Gaaffiin sun salphaa natti fakkaate.
መግባባት እንዳለን አሰብኩ።,Hubannoo qabna jedheen yaade.
ኮንሰርቱ በጥሩ ሁኔታ የሄደ መሰለኝ።,Konsartiin sun akka gaariitti deeme natti fakkaate.
ስለዚህ ጉዳይ ቀደም ብለን የተነጋገርን መሰለኝ።,Waa'ee kanaa duruu dubbanne natti fakkaate.
ወደዚያ የማንሄድ መስሎኝ ነበር።,Achi hin deemnu jedheen yaade.
አብረን ቁርስ የምንበላ መስሎኝ ነበር።,Ciree waliin nyaanna jedheen yaade.
እኔ እና አንተ አብረን መብላት እንደምንችል አስቤ ነበር።,Aniifi ati waliin nyaachuu dandeenya jedheen yaade.
መናፍስትን የማታምን መስሎኝ ነበር።,Hafuura hin amantu jedheen yaade.
ከዚህ የበለጠ ማስተዋል ያለህ መስሎኝ ነበር።,Kana caalaa miira qabda jedheen yaade.
ሌላ ቦታ ያለህ መስሎኝ ነበር።,Bakka biraa ta'uu qabda jedheen yaade.
አብራችሁ መምጣት ትፈልጉ ይሆናል ብዬ አሰብኩ።,Ati waliin dhufuu barbaadda ta'a jedheen yaade.
ይህንን ውል ማየት አለብህ ብዬ አስብ ነበር።,Kontiraata kana arguu qabdu jedheen yaade.
ቤተሰቤን ማግኘት እንደምትፈልግ አሰብኩ።,Maatii koo wajjin wal baruu barbaadda jedheen yaade.
ይህን ፊልም ማየት ትፈልጋለህ ብዬ አስቤ ነበር።,Fiilmii kana ilaaluu barbaadda jedheen yaade.
ለቶም ፈረንሳይኛ መማር እንዳለበት ነገርኩት።,Toomiin afaan Faransaayii barachuu akka qabu itti hime.
ይህ አሰልቺ እንደሚሆን ነግሬሃለሁ።,Kun nuffisiisaa ta'uuf akka jiru sitti himeera.
አውቶቡሱ ስለዘገየ ታክሲ ተሳፈርኩ።,Otoobisii waan harkifateef taaksii fudhadhe.
በክርክሩ ከጎናቸው ሆኜ ነበር።,Falmii sana keessatti isaan cinaa ture.
ሊፍቱን ወደ ሶስተኛ ፎቅ ወሰድኩት።,Liftii fudhadheen gara kutaa sadaffaatti ol ba'e.
ወደ ነገሩ ግርጌ ለመድረስ ሞከርኩ።,Waan hundumaa gara jalaatti galuudhaaf yaaleen ture.
ሞዴል የመሆን ህልም ነበረኝ።,Dur moodeela ta'uu abjoodheen ture.
በኤሌክትሮኒክስ እቃዎች መደብር ውስጥ እሰራ ነበር።,Duraan mana gurgurtaa meeshaalee elektirooniksii keessa hojjedha ture.
ብዙውን ጊዜ ምሽት ላይ ሻወር እወስዳለሁ።,Yeroo baayyee galgala shawaariin nan fudhadha.
አብዛኛውን ጊዜ እሁድ እሁድ ወደ ፊልሞች እሄድ ነበር።,Yeroo baayyee Wiixata gara fiilmii nan deema ture.
ቶም የሚወደው ስራ እንዲኖረው እፈልጋለሁ።,Toom hojii inni jaallatu akka qabaatu nan barbaada.
ከእንጨት በተሰሩ እጀታዎች መዝለል እፈልጋለሁ።,Funyoo utaalcha qabattoo mukaa qabu barbaada.
የስልክ ቁጥሩን ልጠይቀው እፈልጋለሁ።,Lakkoofsa bilbilaa isaa gaafachuu barbaada.
ለጓደኝነትዎ ብቁ መሆን እፈልጋለሁ።,Hiriyummaa keessaniif malu ta'uu barbaada.
እዚህ አካባቢ መግዛት እፈልጋለሁ።,Naannoo asitti bittaa tokko tokko gochuu barbaada.
ላንተ ሳይሆን ማግባት እፈልጋለሁ።,"Ani fuudhuu barbaada, siif miti qofa."
ከአንዳንድ ሰዎች ጋር ላስተዋውቅዎ እፈልጋለሁ።,Namoota tokko tokkoon isin beeksisuun barbaada.
ስለ ሀገርዎ የበለጠ ማወቅ እፈልጋለሁ።,Waa'ee biyya keessanii caalaatti baruu barbaada.
አሁን ምን ማድረግ እንደምችል ማወቅ እፈልጋለሁ።,Yeroo ammaa kana maal gochuu akkan danda'u beekuu barbaada.
ትእይንቱን በቀስታ በእንቅስቃሴ ላይ ማየት እፈልጋለሁ።,Mul'ata sana suuta jedhee arguun barbaada.
በሌላ በኩል ያለውን ማየት እፈልጋለሁ።,Waan gama biraa jiru ilaaluun barbaada.
ይህንን በተመዘገበ ፖስታ መላክ እፈልጋለሁ።,Kana poostaa galmaa'een erguu barbaada.
ቀኑን ሙሉ ከእርስዎ ጋር ማሳለፍ እፈልጋለሁ።,Guyyaa guutuu si waliin dabarsuu barbaada.
እዚህ ለሁለት ተጨማሪ ቀናት መቆየት እፈልጋለሁ።,Guyyaa lama lama dabalataan as turuu barbaada.
ስለ ትላንት ማታ ላናግራችሁ እፈልጋለሁ።,Waa'ee kaleessa galgalaa isin waliin haasa'uu barbaada.
ሳድግ ታሪክ ማስተማር እፈልጋለሁ።,Yeroon guddadhu seenaa barsiisuu barbaada.
ይህ ለምን እንደተከሰተ መረዳት እፈልጋለሁ።,Kun maaliif akka ta'e hubachuu barbaada.
እርስዎ እና ቶም አንድ ላይ እንዲያደርጉት እፈልጋለሁ።,Atii fi Toom akkas akka waliin gootan nan barbaada.
ይህን ደደብ እቅድ እንድትተው እፈልጋለሁ።,Karoora gowwummaa kana akka dhiiftan barbaada.
የምትወደው ስራ እንዲኖሮት እመኛለሁ።,Hojii jaallattu akka qabaattu nan barbaada.
እኔ ከሞትኩ በኋላ መሬቴን እንድታገኝ እፈልጋለሁ።,Ani erga du'ee booda lafa koo akka qabaattu nan barbaada.
የቤት ስራዬን እንድትረዳኝ እፈልጋለሁ።,Hojii manaa koo irratti akka na gargaartan barbaada.
በጣም ጠንክሬ እንደምሰራ እንድታውቁልኝ እፈልጋለሁ።,Baayyee akkan hojjedhu akka beektu barbaada.
ውሳኔዎን እንደገና እንዲያጤኑት እፈልጋለሁ።,Murtoo kee irra deebitee akka ilaaltu nan barbaada.
ለቶም እንደምወደው እንድትነግሩኝ እፈልጋለሁ።,Toomitti akkan isa jaalladhu akka itti himtu nan barbaada.
ሁሉንም ጥያቄዎች መመለስ ችያለሁ።,Gaaffilee hundaaf deebii kennuu danda'eera.
ትናንት ቀኑን ሙሉ ማለት ይቻላል እቤት ነበርኩ።,Kaleessa guyyaa guutuu jechuun ni danda'ama mana ture.
ስለሰለቸኝ በከተማው ዞርኩ።,Nuffisiisaa waanan tureef magaalaa keessa naanna'e.
ምሳ እየበላሁ ነበር ስልኩ ሲደወል።,Laaqana nyaachaa osoon jiruu bilbilli bilbilame.
ሲያናግረኝ አፈርኩኝ።,Yeroo inni na haasofsiisu nan qaana'e.
ባለፈው ሳምንት ከባለቤቴ ጋር በቦስተን ነበርኩ።,Torban darbe haadha warraa koo waliin Boston ture.
ከሶስት ሰኣታት በፊት በተሻለ ስሜት ውስጥ ነበርኩ።,Sa'aatii sadii dura miira gaarii keessa ture.
ለግማሽ ሰኣት ያህል እየጠበቅኩኝ ነበር።,Gara walakkaa sa'aatii eegaa ture.
እንዲህ ይሆናል ብዬ ጠብቄ ነበር።,Akkanatti akkas ta'a jedheen eegaa ture.
ሲገባ ደብዳቤ እያነበብኩ ነበር።,Yeroo inni seenu xalayaa dubbisaa ture.
ሃሳብህን እንደምትቀይር እርግጠኛ ነበርኩ።,Yaada kee akka jijjiirtu mirkanaa'aa ture.
ዛሬ ቀደም ብሎ ስላንተ አስብ ነበር።,Har'a dura waa'ee kee yaadaa ture.
በወቅቱ አስራ ሶስት ወይም አስራ አራት ነበርኩ።,Yeroo sanatti umuriin koo waggaa kudha sadii ykn kudha afur ture.
ሃሳብህን የለወጠው ምን እንደሆነ እያሰብኩ ነበር።,Maaltu yaada kee jijjiire jedheen yaadaa ture.
አንድ ሰው እየተመለከተኝ እንደሆነ አላውቅም ነበር።,Namni na ilaalaa akka jiru quba hin qabu ture.
በማለዳ ለእግር ጉዞ ሄድኩ።,Ganama barii miilaan deeme.
ትናንት በወንዙ ውስጥ መዋኘት ጀመርኩ።,Kaleessa laga keessa dambalii deeme.
በእነዚያ ቀናት በእግር ወደ ትምህርት ቤት ሄድኩ።,Bara sanatti miilaan mana barumsaa deema ture.
አጎቴን ለማየት ወደ ሆስፒታል ሄድኩ።,Adeera koo arguuf gara mana yaalaa deeme.
ይህንን ውሳኔ በሙሉ ልብ እደግፈዋለሁ።,Murtoo kana garaa guutuudhaan nan deeggara.
"ስለ ጉዳዩ ነገ እጠይቀዋለሁ, ከዚያ።","Boru waa'ee kanaa isa gaafadha, egaa."
ከሰኞ እስከ ሀሙስ እሆናለሁ።,Isniina hanga Kamisaatti as nan jiraadha.
ነገ ከሰአት በኋላ እጨርሰዋለሁ።,Boru waaree booda nan xumura.
በሚቀጥለው ሳምንት ከእርስዎ ጋር እገናኛለሁ።,Torban dhufu isin qunnama.
ምንም ብትል እረዳዋለሁ።,Waan fedhe haa jettu nan gargaara.
ደወሉ ሲደወል እተወዋለሁ።,Akkuma bilbilli bilbilameen nan deema.
የምትፈልጉትን መፅሃፍ አበድሬሻለሁ።,Kitaaba isin barbaachisu hunda isiniif nan liqeessa.
ፕሌይስቴሽን በፍፁም አልጥልም።,Playstation koo yoomiyyuu hin darbadhu.
እዳዬን በተቻለ ፍጥነት እከፍላለሁ።,Liqaa koo dafee nan kaffala.
ዛሬ ከሰአት በኋላ በኢሜል እልካለሁ።,Har'a waaree booda emailiin nan erga.
ለማጥናት ብዙ ጊዜ ባገኝ እመኛለሁ።,Yeroon qoʼannaa dabalataa argadheera jedheen hawwa.
በኣለም ዙሪያ ብዞር እመኛለሁ።,Osoon addunyaa kana irra naanna'ee natti tola.
መኪና ለመግዛት በቂ ገንዘብ ቢኖረኝ እመኛለሁ።,Maallaqa konkolaataa bitachuuf gahaa ta'e osoon qabaadhee natti tola.
ትሮምቦን እንዴት እንደምጫወት ባውቅ እመኛለሁ።,Osoon akkamitti akka trombone taphachuu beekee natti tola.
ቶም ዛሬ ከእኛ ጋር ቢሆን ኖሮ እመኛለሁ።,Osoo har'a Toom nu waliin ta'ee natti tola.
ቶም ወደ ኮንሰርቴ ቢመጣ ምኞቴ ነበር።,Osoo Toom gara konsartii koo dhufuu danda'ee natti tola.
ምነው ቶም ስለዚህ ጉዳይ ለማርያም ባይነግራት ነበር።,Osoo Toom waa'ee kanaa Maariyaamitti hin himne ta'ee natti tola.
ሰዎች በእኔ ላይ ማየታቸውን ቢያቆሙ እመኛለሁ።,Namoonni ijaan na ilaaluu osoo dhiisanii natti tola.
የሆነ ነገር ብሰጥህ እመኛለሁ።,Osoon waan tokko siif kennuu danda'ee natti tola.
የክረምቱ እረፍት ፈፅሞ የማያልቅ እመኛለሁ።,Boqonnaan qorraa yoomiyyuu osoo hin dhumne natti tola.
ዛሬ ጠዋት ራስ ምታት ገጥሞኝ ነቃሁ።,Har'a ganama mataa dhukkubbiin hirribaa ka'e.
ሰርግህ ላይ መገኘት አልችልም።,Cidha keessan irratti argamuun hin danda'u.
ምንም መጥፎ ነገር እንዲደርስብህ አልፈቅድም።,Waan hamaan akka si mudatu hin hayyamu.
ከአሁን በኋላ እንድትመራኝ አልፈቅድም።,Kana booda akka na boss gootu siif hin hayyamu.
እኔ ቶም እኔ መበደር የምችለው አንድ ያለው ከሆነ ብዬ አስባለሁ።,Toom kan ani liqeessuu danda'u qabaa jedheen yaada.
ለእራት ምን ማድረግ እንዳለብኝ አስባለሁ።,Irbaataaf maal hojjechuu qaba jedheen yaada.
ሚስጥራዊው ንጥረ ነገር ምን እንደሆነ አስባለሁ።,Wanti dhoksaa ta'e maali jedheen yaada.
ቶም የገመድ መሰላል አለው ወይ ብዬ አስባለሁ።,Toom sadarkaa funyoo qabaa jedheen yaada.
ቶም የምር ከባድ ነው ወይ ብዬ አስባለሁ።,Toom dhuguma cimaa ta'uu isaa na ajaa'iba.
ያንን ማድረግ አለብን ወይ ብዬ አስባለሁ።,Akkas gochuu qabnaa jedheen yaada.
ስቴክ እና የተደባለቀ ሰላጣ እፈልጋለሁ።,Isteekii fi salaada makaa nan barbaada.
እርስዎን በተሻለ ሁኔታ ማወቅ እፈልጋለሁ።,Caalaatti isin beekuun barbaada.
ከእርስዎ ኩባንያ ጋር መስራት እፈልጋለሁ።,Dhaabbata keessan waliin hojjechuu nan barbaada.
በከፋ ጠላቴ ላይ ይህን አልመኝም።,Diina koo isa hamaa irratti akkas hin hawwu.
ቤት ውስጥ ለወላጆቼ ደብዳቤ ፃፍኩ።,Warra koo mana keessatti xalayaa barreesse.
ውሃ እንዳይጠጡ እመክርዎታለሁ።,Bishaan sana akka hin dhugne si gorsa.
ይህን ማድረግ ከቻልክ ደስ ይለኛል።,Osoo akkas gochuu dandeesse baay'een dinqisiifadha.
እኔ አንተ ብሆን ኖሮ ለዚያ እጠነቀቅ ነበር።,Osoon si ta'ee sanaan of eeggadha.
አብራኝ ብትመጣ ደስ ይለኛል።,Osoo na waliin dhuftee baay'een gammada.
ለቶም ይህን እንዴት ማድረግ እንዳለብኝ ብነግራቸው ደስ ይለኛል።,Akkamitti akkas akka godhu Toomitti yoon itti hime na gammachiisa.
ከእኛ ጋር ብትመጣ ደስተኛ ነኝ።,Osoo nu waliin dhuftee nan gammada.
ስለዚህ ጉዳይ አሁን ባልነግርዎት ይሻላል።,Amma waa'ee sanaa osoon sitti hin himne naaf wayya.
ያደረግኩትን ስህተት ማወቅ እፈልጋለሁ።,Waan dogoggora hojjedhe qofa beekuu barbaada.
ራሴን ግልፅ ለማድረግ እድል እፈልጋለሁ።,Carraa of ibsuu barbaada.
ይህ በተቻለ ፍጥነት እንዲደረግ እፈልጋለሁ።,Kun dafee akka hojjetamu nan barbaada.
ዛሬ ጠዋት ይቅርታ መጠየቅ እፈልጋለሁ።,Ganama kana dhiifama gaafachuun barbaada.
አሁን አንዳንድ ጥያቄዎችን ልጠይቅህ እፈልጋለሁ።,Amma gaaffii tokko tokko isin gaafachuun barbaada.
ለወደፊቱ የጥርስ ሀኪም መሆን እፈልጋለሁ።,Gara fuulduraatti ogeessa ilkaan ta'uu nan barbaada.
ካልተቸገርኩ ብቻዬን መሆን እፈልጋለሁ።,Yoo si hin dhibne kophaa ta'uu nan barbaada.
የመነሻ ሰኣቱን ማረጋገጥ እፈልጋለሁ።,Yeroo ka'umsaa mirkaneessuu barbaada.
አንድ ነገር ካንተ ጋር መወያየት እፈልጋለሁ።,Waan tokko irratti isin waliin mari'achuu barbaada.
በዚህ አካል ላይ የአስከሬን ምርመራ ማድረግ እፈልጋለሁ።,Reeffa kana irratti qorannoo reeffii gochuun barbaada.
በነገው ፈተና ጥሩ መስራት እፈልጋለሁ።,Qormaata boruu irratti akka gaariitti hojjechuu nan barbaada.
አንድ ምክር ልሰጥህ እፈልጋለሁ።,Gorsa tokkon isiniif kennuu barbaada.
የህክምና ምርመራ ማድረግ እፈልጋለሁ።,Qorannoon fayyaa akkan godhu nan barbaada.
ሌላ ቡና መጠጣት እፈልጋለሁ።,Buna biraa dhuguun barbaada.
መርዳት እፈልጋለሁ፣ ግን እንዴት እንደሆነ አላውቅም።,"Gargaaruun barbaada, garuu akkamitti akka ta'e hin beeku."
የቀረውን ታሪክ ማወቅ እፈልጋለሁ።,Seenaa hafe beekuu barbaada.
እዚህ ምን እየሆነ እንዳለ ማወቅ እፈልጋለሁ።,Waan asitti ta'aa jiru baruu barbaada.
ቶም ቁልፉን የት እንደደበቀ ማወቅ እፈልጋለሁ።,Toom furtuu isaa eessatti akka dhokse beekuu barbaada.
ያንን ጠለቅ ብዬ ማየት እፈልጋለሁ።,Sana sirriitti ilaaluun barbaada.
ከእንግዶችዎ አንዱን ማነጋገር እፈልጋለሁ።,Keessummoota keessan keessaa tokko waliin haasa'uu barbaada.
