Amharic,English,Oromo,duplication_group,pair_type,language_pair
ከማን ጋር እንዳገኛቸው ምንም ለውጥ አያመጣም።,Eenyu akkan qunnamu garaagarummaa hin qabu.,It doesn't matter who you meet them with.,1,trilingual,en_am_or
በመጠጥ ውስጥ ልትቀላቀልኝ ትችላለህ።,Dhugaatii dhuguuf na waliin ta'uu dandeessaa.,You can join me for a drink.,1,trilingual,en_am_or
እባክወን አንድ ኩባያ ሻይ።,Shaayii tokko maaloo.,"A cup of tea, please.",1,trilingual,en_am_or
ያንን መፅሃፍ ለማንበብ ሞከርኩ።,Kitaaba sana dubbisuuf yaaleen ture.,I tried to read that book.,1,trilingual,en_am_or
ከቦስተን ብዙም የማይርቅ እርሻ ገዛሁ።,Boston irraa baay'ee osoo hin fagaanne lafa qonnaa bitadhe.,I bought a farm not far from Boston.,1,trilingual,en_am_or
ቶም ከሶስት አመት በፊት ወደ ቦስተን ተዛወረ።,Toom waggaa sadii dura gara Boostonitti ce'e.,Tom moved to Boston three years ago.,1,trilingual,en_am_or
ቶም መስራት ስላለበት ወደ ኮንሰርቱ መሄድ አልቻለም።,Toom hojjechuu waan qabuuf gara konsartii sanaa deemuu hin dandeenye.,Tom couldn't go to the concert because he had to work.,1,trilingual,en_am_or
የት ነው የሚኖሩት።,Eessa jiraatu.,where do you live.,1,trilingual,en_am_or
ፍቅረኛዋ ዝንጀሮ ይመስላል።,Jaalalleen ishee jaldeessa fakkaata.,Her boyfriend looks like a monkey.,1,trilingual,en_am_or
ጠረጴዛውን እንድያፀዱ ልረዳወ።,minjaala qulqulleessuuf isin gargaara.,Let me help you clean the table.,1,trilingual,en_am_or
በኋላ ወደ ቤትህ እመጣለሁ።,Booda mana kee dhufa.,I will come to your house later.,1,trilingual,en_am_or
እኔን መከተል አልነበረብህም።,Silaa na hordofuu hin qabdu turte.,You shouldn't have followed me.,1,trilingual,en_am_or
አድራሻዋን አውቃለሁ።,Teessoo ishee nan beeka.,I know her address.,1,trilingual,en_am_or
ማርስ ላይ ህይወት የለም ተብሏል።,Jireenyi Maarsii irra hin jiru jedhama.,It is said that there is no life on Mars.,1,trilingual,en_am_or
ትኩስ አትክልትና ፍራፍሬ ለጤናወ ጠቃሚ ናቸው።,Fuduraalee fi muduraaleen haaraan fayyaa keessaniif gaarii dha.,Fresh fruits and vegetables are good for health.,1,trilingual,en_am_or
ቶም ባለፈው ክረምት ከአልዛይመር በሽታ ጋር ባደረገው ጦርነት ከዚህ አለም በሞት ተለየ።,Toom ganna darbe dhukkuba Alzaayimarii waliin erga wal'aansoo qabanii booda du'aan addunyaa kanarraa boqote.,Tom passed away last summer after a battle with Alzheimer's disease.,1,trilingual,en_am_or
ማንም ከእንግድህ ፈገግ የሚል አይመስልም።,Kana booda namni kolfu hin fakkaatu.,No one seems to smile from your guest.,1,trilingual,en_am_or
የመግባቢያ ችሎታዋ ሊሻሻል ይችላል።,Dandeettiin walqunnamtii ishee fooyyaʼuu dandaʼa ture.,Her communication skills can be improved.,1,trilingual,en_am_or
መንግስት የሚፈልገው ይህንን ነው።,Mootummaan kan barbaadu kanumaa.,This is what the government wants.,1,trilingual,en_am_or
እውነታውን አወዳድር።,Dhugaa jiru wal bira qabi ilaali.,Compare the facts.,1,trilingual,en_am_or
ይህ በሌሎች ቀለሞችም አለወት።,Halluu birootiinis kana qabdaa.,It also comes in other colors.,1,trilingual,en_am_or
ቶም እውነተኛ ማራኪ ነው።,Toom nama dhugaa nama hawwatuudha.,Tom is a real charmer.,1,trilingual,en_am_or
በመስኮቱ ላይ ዘንበል ማለት አደገኛ ነው።,Foddaa keessaa hirkatanii bahuun balaa qaba.,Leaning on the window is dangerous.,1,trilingual,en_am_or
አንድ ሰው ሲመጣ እሰማለሁ።,Nama dhufu nan dhaga'a.,I hear someone coming.,1,trilingual,en_am_or
እውነት ለመሆን በጣም ጥሩ ከመሰለ ምናልባት ሊሆን ይችላል።,"Yoo dhugaa ta'uun baay'ee gaarii ta'ee, tarii ta'uu hin oolu.","If it seems too good to be true, it probably is.",1,trilingual,en_am_or
ከሆቴሉ ፊት ለፊት ባንክ አለ።,Hoteelicha fuuldura baankiin jira.,There is a bank in front of the hotel.,1,trilingual,en_am_or
ነፍሳትን እጠላለሁ።,Ilbiisota nan jibba.,I hate insects.,1,trilingual,en_am_or
ጥሩ ባል ይሆናል።,Abbaa manaa gaarii ta'a.,He will be a good husband.,1,trilingual,en_am_or
አሁን ደርሰሃል።,Amma geessee.,Now you have arrived.,1,trilingual,en_am_or
የኔ ጫማ ካንተ ያነሱ ናቸው።,Kopheen koo kan kee caalaa xiqqaadha.,My shoes are smaller than yours.,1,trilingual,en_am_or
ምክሬ ቢኖርም ሃሳቡን አይቀይርም።,Gorsa koo ta'us yaada isaa hin jijjiiru.,He won't change his mind despite my advice.,1,trilingual,en_am_or
ምን ያህል እንደምታውቁት ሳይሆን ማድረግ የምትችሉት ነገር አስፈላጊ ነው።,Hammam akka beektu osoo hin taane waan gochuu dandeessutu lakkaa'ama.,"It's not how much you know that matters, but what you can do.",1,trilingual,en_am_or
ምንም ስህተት አንሰራም።,Waan badaa hin hojjennu.,We do no wrong.,1,trilingual,en_am_or
መፍትሄው ይህ ነው ብየ እገምታለሁ።,Furmaanni isaa kanuma jedheen tilmaama.,I guess that's the solution.,1,trilingual,en_am_or
መምረጥ እፈልጋለሁ።,Sagalee kennuun barbaada.,I want to choose.,1,trilingual,en_am_or
ይህ በጣም የተመጣጠነ ምሳ ነው።,Kun laaqana baayyee madaalawaa ta'edha.,This is a very nutritious lunch.,1,trilingual,en_am_or
ቶም በጣም በስተርጅና ሞተ።,Toom umrii isaa baayʼee dulloomaa taʼee duʼe.,Tom died very badly.,1,trilingual,en_am_or
እናቴ ለልብስ ብዙ ገንዘብ ታጠፋለች።,Harmeen koo uffataaf maallaqa guddaa baafti.,My mother spends a lot of money on clothes.,1,trilingual,en_am_or
ቶም የማይታመን ሰው ነው።,Toom nama amanamuu hin dandeenyedha.,Tom is an incredible man.,1,trilingual,en_am_or
ሁሉንም የእግር ስራወችን ሰራ።,Hojii miila hunda hojjete.,He did all the legwork.,1,trilingual,en_am_or
ትናንሽ ልጆችን አይምረጡ።,Ijoollee xixiqqoo hin filatinaa.,Do not choose small children.,1,trilingual,en_am_or
በማራቶን እንሳተፋለን።,Maraatoonii kana irratti ni hirmaanna.,We participate in a marathon.,1,trilingual,en_am_or
አሪፍ ነበር መሰለኝ።,Qabbanaa'aa natti fakkaate.,I thought it was cool.,1,trilingual,en_am_or
ጥዋት ሙሉ እየጠበቅን ነበር።,Ganama guutuu eegaa turre.,We have been waiting all morning.,1,trilingual,en_am_or
እያንዳንዱ ጭራቅ የሚጀምረው እንደ አንድ ሰው ህፃን ነው።,Tokkoon tokkoon bineensa hamaa akka daa'ima namaatti jalqaba.,Each monster starts out as a human baby.,1,trilingual,en_am_or
ገናን ትወዳለህ አይደል?,Ayyaana Qillee ni jaallatta mitii?,"You love Christmas, don't you?",1,trilingual,en_am_or
ይህ ክፍል ለቪአይፒወች ነው።,Kutaan kun VIP'f kan qophaa'edha.,This room is for VIPs.,1,trilingual,en_am_or
ሁሉም ሰው አባቱን ይወዳል።,Namni hunduu abbaa isaa ni jaallata.,Everyone loves their father.,1,trilingual,en_am_or
ምን ታደርጋለህ።,Maal goota.,what do you do.,1,trilingual,en_am_or
"እሷ አንድ ቀልድ ነገረችው, እሱ ግን አስቂኝ እንደሆነ አላሰበም።","Isheen qoosaa itti himte, inni garuu waan nama kofalchiisu itti hin fakkaanne.","She told him a joke, but he didn't think it was funny.",1,trilingual,en_am_or
ምርጫ አልሰጠናቸውም።,Filannoo isaaniif hin kennine.,We didn't give them a choice.,1,trilingual,en_am_or
ቶም መጫወት ይፈልጋል።,Toom taphachuu barbaada.,Tom wants to play.,1,trilingual,en_am_or
በቀጥታ ስጠኝ።,Kallattin naaf kenni.,Give it to me directly.,1,trilingual,en_am_or
አደጋወች በትንሹ በሚጠበቁበት ጊዜ ይከሰታሉ።,Balaan yeroo xiqqaa eegamutti ni mudata.,Accidents happen when least expected.,1,trilingual,en_am_or
መስራት መቀጠል አለብኝ።,Hojii isaa itti fufuu qofa qaba.,I have to keep working.,1,trilingual,en_am_or
እኛ እውን ነን።,Nuti dhugaa ta'uu keenya ilaalla.,We are real.,1,trilingual,en_am_or
ህፃናት ሲራቡ ያለቅሳሉ።,Daa'imman yeroo beela'an boo'u.,Babies cry when they are hungry.,1,trilingual,en_am_or
ጢምህን ወድጀዋለሁ።,Areedni kee natti tola.,I like your beard.,1,trilingual,en_am_or
ቤት ሰርተህ ታውቃለህ?,Mana ijaarrattanii beektuu?,Have you ever worked at home?,1,trilingual,en_am_or
ገንዘቡን መልሶ እንደከፈለው እገምታለሁ።,Maallaqa sana deebisee kaffaleera jedheen tilmaama.,I guess he paid him back.,1,trilingual,en_am_or
አንድ ሰው ስጦታ ልኮልናል።,Namni tokko kennaa nuuf erge.,Someone sent us a gift.,1,trilingual,en_am_or
ደብዳቤህ ትናንት ደርሶኛል።,Xalayaan kee kaleessa naaf dhufe.,I received your letter yesterday.,1,trilingual,en_am_or
የምችለውን ያህል እረዳለሁ።,Hamma danda'een gargaara.,I will help as much as I can.,1,trilingual,en_am_or
ይህን በራስህ እንደሰራህ እንዳምን ትጠብቃለህ።,Kana ofumaan akka goote akkan amanu na irraa eegduu.,You expect me to believe that you did this yourself.,1,trilingual,en_am_or
ስለሱ ምንም አስቤ አላውቅም።,Ani homaa itti yaadee hin beeku.,I never thought anything of it.,1,trilingual,en_am_or
እንደዚያ እንደምታደርግ ቃል ግባልኝ።,Akkas akka gootu waadaa naaf galchi.,Promise me that you will.,1,trilingual,en_am_or
ርእሰ ጉዳዩ እስካሁን ሙሉ በሙሉ አልተመረመረም።,Dhimmi kun hanga ammaatti guutummaatti hin qoratamne.,The subject has not yet been fully explored.,1,trilingual,en_am_or
ምን አልክ።,Maal jettee.,what are you saying.,1,trilingual,en_am_or
ሙዚቃ ማዳመጥ እወዳለሁ።,Muuziqaa dhaggeeffachuun natti tola.,I like listening to music.,1,trilingual,en_am_or
እንግሊዘኛ በፍፁም አልችልም።,Ani tasumaa Afaan Ingilizii dubbachuu hin danda'u.,I can never speak English.,1,trilingual,en_am_or
የዋጋ ጭማሪው ቀጥሏል።,Gatiin ol ka'uu itti fufeera.,The price hike continues.,1,trilingual,en_am_or
ቶም ለማስደሰት ከባድ ሰው ነው።,Toom gammachiisuuf nama rakkisaadha.,Tom is a hard man to please.,1,trilingual,en_am_or
ያንን ማድረግ አለበት።,sana gochuu qaba.,It should do that.,1,trilingual,en_am_or
እነዚያን ሁሉ ችግሮች በቀላሉ ፈታላቸው።,Rakkoolee sana hunda salphaatti hiike.,He solved all those problems easily.,1,trilingual,en_am_or
መዋኘት አትችልም።,Daakaa hin dandeessu.,You can't swim.,1,trilingual,en_am_or
ቶም ስለ እሱ ማውራት አይፈልግም።,Toom waa'ee kanaa dubbachuu hin barbaadu.,Tom doesn't want to talk about it.,1,trilingual,en_am_or
ቶምን በቅርብ ጊዜ አይተሃል?,Yeroo dhiyoo asitti Toom argiteettaa?,Have you seen Tom recently?,1,trilingual,en_am_or
ከጓደኞች የበለጠ አስፈላጊ ነገር የለም።,Hiriyyoota caalaa wanti barbaachisaa ta'e hin jiru.,Nothing is more important than friends.,1,trilingual,en_am_or
ስለ እሱ የበለጠ ማውራት አልፈለገም።,Waa'ee kanaa kana caalaa dubbachuu hin barbaanne.,He didn't want to talk more about it.,1,trilingual,en_am_or
ነፍሱ በሰማይ ነበረች።,Lubbuun isaa samii keessa turte.,His soul was in heaven.,1,trilingual,en_am_or
እንዳንተ ደነገጥኩኝ።,Anis akkuma kee rifadheera.,I was as shocked as you.,1,trilingual,en_am_or
በትምህርት ቤታችን አካባቢ የአውቶቡስ ማቆሚያ አለ።,Naannoo mana barumsaa keenyaatti buufata konkolaataatu jira.,There is a bus stop near our school.,1,trilingual,en_am_or
አለም መቸ ነው የሚያበቃው?,Addunyaan kun yoom dhumata?,When will the world end?,1,trilingual,en_am_or
ቤታችንን ልቀቁልን።,Mana keenya keessaa ba'aa.,We left our home.,1,trilingual,en_am_or
የምወድሽ ይመስለኛል።,Ani si jaalladha jedheen yaada.,I think I love you.,1,trilingual,en_am_or
ጥቁር አድርጎኛል።,Innis na gurraacheesse.,It made me black.,1,trilingual,en_am_or
ማን ይንከባከባል።,Eenyuutu si kunuunsa.,Who cares.,1,trilingual,en_am_or
እንተባበር።,Haa tumsinu.,Let's work together.,1,trilingual,en_am_or
በመንገዱ ማዶ ምቹ የሆነ መደብር በሰያፍ መልክ አለ።,Karaa sana gama biraatiin mana daldalaa mijataatu jira.,Across the street is a convenience store diagonally across the street.,1,trilingual,en_am_or
ሌላ ሰአት መጠበቅ ይችላል።,Sa'aatii biraa eeguu danda'aa.,It can wait another hour.,1,trilingual,en_am_or
አሁን አስር ዶላር የሚገዛው ከሶስት አመት በፊት ከአምስት ዶላር በታች ነው።,Doolaarri kudhan amma kan bitu waggaa sadii dura doolaara shanii gadidha.,Ten dollars now buys less than five dollars three years ago.,1,trilingual,en_am_or
በፓርኩ ውስጥ በጣም ብዙ ሰወች አሉ።,Paarkicha keessa namoonni baay'eedha.,There are too many people in the park.,1,trilingual,en_am_or
እራስህን ከሴት ልጅ ጋር ማስተዋወቅ ነበረብህ።,Silaa intala sanatti of beeksisuu qabda turte.,You should have introduced yourself to the girl.,1,trilingual,en_am_or
ውቅያኖሶች አለምን አንድ እስኪያደርጉት ድረስ አይከፋፈሉም።,Galaanni addunyaa kana hamma tokko godhanitti hin qoodaman.,The oceans will not part until they unite the world.,1,trilingual,en_am_or
ቤት ሄጀ የቤት ስራየን መስራት አለብኝ።,Manatti deebi'ee hojii manaa hojjechuu qaba.,I have to go home and do my homework.,1,trilingual,en_am_or
ሩጥ።,Fiigi.,run away.,1,trilingual,en_am_or
እስኪ ላጣራ።,Nan bara.,Let me check.,1,trilingual,en_am_or
ልጅቷ የራሷን ጥላ ፈራች።,Intalti gaaddidduu ofii sodaatte.,The girl was afraid of her own shadow.,1,trilingual,en_am_or
እኔ ራሴ እነዚህን ሳጥኖች ሰራኋቸው።,Sanduuqawwan kana ofumaan hojjedhe.,I made these boxes myself.,1,trilingual,en_am_or
ለቶም ገላዋን ልሰጥ ነው።,Toomiif qaama ishee kennuuf deemti.,I'm going to give Tom her body.,1,trilingual,en_am_or
የቴርሚኔተር ፊልሞችን እወዳቸዋለሁ ምክንያቱም ልዩ ተፅእኖወች አስደናቂ ናቸው።,Fiilmoonni Terminator kanan jaalladhuf taatee addaa waan qabaniif.,I love the Terminator movies because the special effects are amazing.,1,trilingual,en_am_or
ረዥም ፀጉር አሁን ፋሽን አልቋል።,Rifeensi dheeraan amma faashinii ala ta'eera.,Long hair is now out of fashion.,1,trilingual,en_am_or
ሁሉንም ነገር መሰረዝ የተሻለ ሃሳብ አይሆንም።,Waan hunda haquun yaada gaarii hin ta'uu.,Deleting everything is not a good idea.,1,trilingual,en_am_or
አትዋሹን።,Nu hin sobin.,Don't lie to us.,1,trilingual,en_am_or
ካሜራየ በባቡር ውስጥ ተሰረቀ።,Kaameeraan koo baabura keessatti hatame.,A camera was stolen in a train.,1,trilingual,en_am_or
ከጥቂት ቀናት በፊት ታመመ።,Guyyoota muraasa dura dhukkubsate.,He got sick a few days ago.,1,trilingual,en_am_or
የት ላስቀምጥ?,Eessa kaa'uu qaba?,Where should I put it?,1,trilingual,en_am_or
ቶም በቦስተን ውስጥ ቤተሰብም አለው።,Toom maatii Boston keessa qaba.,Tom also has family in Boston.,1,trilingual,en_am_or
አንዳንድ ጊዜ ለመንዳት እንሄዳለን።,Yeroo tokko tokko konkolaataa oofuu deemna.,Sometimes we go for a drive.,1,trilingual,en_am_or
በጣም በፍጥነት ይሮጣል።,Baayyee saffisaan fiiga.,It runs very fast.,1,trilingual,en_am_or
ይስማማል ወይ?,Waliif galtaa?,Does it agree?,1,trilingual,en_am_or
በቶም መታመን እንችላለን።,Toomii irratti amanuu dandeenya.,We can trust Tom.,1,trilingual,en_am_or
መጨነቅ አቁም።,Yaadda'uu dhiisaa.,Stop worrying.,1,trilingual,en_am_or
ብቻህን መሄድ የለብህም።,Kophaa kee deemuu hin qabdu.,You don't have to go alone.,1,trilingual,en_am_or
አባቴ የሚሰራበት ህንፃ ነው።,Gamoo abbaan koo itti hojjetudha.,It is the building where my father works.,1,trilingual,en_am_or
እዚህ እኩለ ቀን ነው።,Asitti guyyaa walakkaa ta'eera.,It's noon here.,1,trilingual,en_am_or
መንቀሳቀስ አልቻልኩም።,Sochoʼuu baayʼee rakkadheera.,I couldn't move.,1,trilingual,en_am_or
እሱ ትንሽ ሰክሯል።,Xiqqoo machaa'eera.,He's a little drunk.,1,trilingual,en_am_or
ምንም ነገር አልሰማም።,Waan tokkollee hin dhaga'u.,I didn't hear anything.,1,trilingual,en_am_or
ልጆቹን አስተኛቸው።,Ijoollee raffisee.,Put the children to sleep.,1,trilingual,en_am_or
ማጥመድ ይወዳሉ።,Qurxummii qabuu ni jaallattaa.,They like fishing.,1,trilingual,en_am_or
በወንዙ ዳር በእግር እንጓዝ።,Qarqara lagaa kana miilan haa adeemnu.,Let's take a walk along the river.,1,trilingual,en_am_or
በምርጫው ሁለቱም ፓርቲወች እኩል ናቸው።,Filannoo kana irratti paartileen lamaan walqixa.,Both parties are equal in the election.,1,trilingual,en_am_or
